Row.names	PathwayMutatedGenes	BRCAXControl_NumNonMuts	BRCAXControl_NumMuts	BRCAXCancer_NumNonMuts	BRCAXCancer_NumMuts	BRCAXControl_MutationRate	BRCAXCancer_MutationRate	FisherOddsRatio	Fisher_P	ExactTestStatistic	Exact_P
BIOCARTA_NO2IL12_PATHWAY	STAT4(1);CCR5(1),CXCR3(1)	6	1	9	2	0.142857142857	0.181818181818	1.31269924649531	0.674019607843137	0.216224991046934	0.487680537453351
BIOCARTA_TCR_PATHWAY	RASA1(1);PIK3CA(2)	6	1	9	2	0.142857142857	0.181818181818	1.31269924649531	0.674019607843137	0.216224991046934	0.487680537453351
KEGG_DRUG_METABOLISM_OTHER_ENZYMES	GMPS(1);UGT1A3(2)	6	1	9	2	0.142857142857	0.181818181818	1.31269924649531	0.674019607843137	0.216224991046934	0.487680537453351
KEGG_OTHER_TYPES_OF_O_GLYCAN_BIOSYNTHESIS	POFUT2(1);UGT1A3(2)	6	1	9	2	0.142857142857	0.181818181818	1.31269924649531	0.674019607843137	0.216224991046934	0.487680537453351
KEGG_OXIDATIVE_PHOSPHORYLATION	UQCRC1(1);ATP6V1E2(1),ATP6V1H(1),NDUFA6(1),NDUFV1(1)	6	1	9	2	0.142857142857	0.181818181818	1.31269924649531	0.674019607843137	0.216224991046934	0.487680537453351
KEGG_PATHOGENIC_ESCHERICHIA_COLI_INFECTION	ROCK2(1);TUBAL3(2)	6	1	9	2	0.142857142857	0.181818181818	1.31269924649531	0.674019607843137	0.216224991046934	0.487680537453351
KEGG_PPAR_SIGNALING_PATHWAY	CYP7A1(1);ILK(1),UCP1(1)	6	1	9	2	0.142857142857	0.181818181818	1.31269924649531	0.674019607843137	0.216224991046934	0.487680537453351
KEGG_SHIGELLOSIS	ROCK2(1);NOD1(1),WASF1(1)	6	1	9	2	0.142857142857	0.181818181818	1.31269924649531	0.674019607843137	0.216224991046934	0.487680537453351
KEGG_SPLICEOSOME	AQR(1);PLRG1(1),TCERG1(1)	6	1	9	2	0.142857142857	0.181818181818	1.31269924649531	0.674019607843137	0.216224991046934	0.487680537453351
KEGG_STARCH_AND_SUCROSE_METABOLISM	PGM2(1);GAA(1),UGT1A3(2)	6	1	9	2	0.142857142857	0.181818181818	1.31269924649531	0.674019607843137	0.216224991046934	0.487680537453351
KEGG_STEROID_BIOSYNTHESIS	CEL(1);CYP27B1(1),EBP(1)	6	1	9	2	0.142857142857	0.181818181818	1.31269924649531	0.674019607843137	0.216224991046934	0.487680537453351
KEGG_TYROSINE_METABOLISM	PNMT(1);PNMT(2)	6	1	9	2	0.142857142857	0.181818181818	1.31269924649531	0.674019607843137	0.216224991046934	0.487680537453351
KEGG_VIBRIO_CHOLERAE_INFECTION	KDELR3(1);ATP6V1E2(1),ATP6V1H(1)	6	1	9	2	0.142857142857	0.181818181818	1.31269924649531	0.674019607843137	0.216224991046934	0.487680537453351
REACTOME_AMINE_DERIVED_HORMONES	PNMT(1);PNMT(2)	6	1	9	2	0.142857142857	0.181818181818	1.31269924649531	0.674019607843137	0.216224991046934	0.487680537453351
REACTOME_BRANCHED_CHAIN_AMINO_ACID_CATABOLISM	MCCC2(1);ALDH6A1(2)	6	1	9	2	0.142857142857	0.181818181818	1.31269924649531	0.674019607843137	0.216224991046934	0.487680537453351
REACTOME_CELL_JUNCTION_ORGANIZATION	FBLIM1(1);CLDN23(2),ILK(1)	6	1	9	2	0.142857142857	0.181818181818	1.31269924649531	0.674019607843137	0.216224991046934	0.487680537453351
REACTOME_CHEMOKINE_RECEPTORS_BIND_CHEMOKINES	CCR8(1);CCR5(1),CXCR3(1)	6	1	9	2	0.142857142857	0.181818181818	1.31269924649531	0.674019607843137	0.216224991046934	0.487680537453351
REACTOME_CYTOCHROME_P450_ARRANGED_BY_SUBSTRATE_TYPE	CYP11B1(1),CYP7A1(1);CYP27B1(1),TBXAS1(1)	6	1	9	2	0.142857142857	0.181818181818	1.31269924649531	0.674019607843137	0.216224991046934	0.487680537453351
REACTOME_DOWNSTREAM_SIGNALING_OF_ACTIVATED_FGFR	FGF22(1);PIK3CA(2)	6	1	9	2	0.142857142857	0.181818181818	1.31269924649531	0.674019607843137	0.216224991046934	0.487680537453351
REACTOME_EXTENSION_OF_TELOMERES	POLE2(1);DNA2(1),POLE2(1)	6	1	9	2	0.142857142857	0.181818181818	1.31269924649531	0.674019607843137	0.216224991046934	0.487680537453351
REACTOME_GAMMA_CARBOXYLATION_TRANSPORT_AND_AMINO_TERMINAL_CLEAVAGE_OF_PROTEINS	PROC(1);PROC(1),PROZ(1)	6	1	9	2	0.142857142857	0.181818181818	1.31269924649531	0.674019607843137	0.216224991046934	0.487680537453351
REACTOME_HIV1_TRANSCRIPTION_INITIATION	GTF2E2(1);GTF2E2(2)	6	1	9	2	0.142857142857	0.181818181818	1.31269924649531	0.674019607843137	0.216224991046934	0.487680537453351
REACTOME_INACTIVATION_OF_APC_VIA_DIRECT_INHIBITION_OF_THE_APCOMPLEX	CDC27(1);BUB1B(2)	6	1	9	2	0.142857142857	0.181818181818	1.31269924649531	0.674019607843137	0.216224991046934	0.487680537453351
REACTOME_INNATE_IMMUNITY_SIGNALING	ECSIT(1);RIPK3(1),TLR10(1)	6	1	9	2	0.142857142857	0.181818181818	1.31269924649531	0.674019607843137	0.216224991046934	0.487680537453351
REACTOME_METABOLISM_OF_RNA	NUP93(1);EXOSC9(1),NUP155(1)	6	1	9	2	0.142857142857	0.181818181818	1.31269924649531	0.674019607843137	0.216224991046934	0.487680537453351
REACTOME_MTORC1_MEDIATED_SIGNALLING	RPTOR(1);MTOR(1),RPTOR(2)	6	1	9	2	0.142857142857	0.181818181818	1.31269924649531	0.674019607843137	0.216224991046934	0.487680537453351
REACTOME_MYOGENESSIS	MYOD1(1);CDON(1),MYF5(1)	6	1	9	2	0.142857142857	0.181818181818	1.31269924649531	0.674019607843137	0.216224991046934	0.487680537453351
REACTOME_PI3K_CASCADE	FGF22(1);PIK3CA(2)	6	1	9	2	0.142857142857	0.181818181818	1.31269924649531	0.674019607843137	0.216224991046934	0.487680537453351
REACTOME_RHO_GTPASE_CYCLE	RHOD(1);ARHGEF12(1),MCF2(1)	6	1	9	2	0.142857142857	0.181818181818	1.31269924649531	0.674019607843137	0.216224991046934	0.487680537453351
REACTOME_RNA_POLYMERASE_I_III_AND_MITOCHONDRIAL_TRANSCRIPTION	GTF3A(1),POLR1A(1);HIST1H2AB(1),KAT2B(1)	6	1	9	2	0.142857142857	0.181818181818	1.31269924649531	0.674019607843137	0.216224991046934	0.487680537453351
REACTOME_RNA_POLYMERASE_I_PROMOTER_CLEARANCE	POLR1A(1);HIST1H2AB(1),KAT2B(1)	6	1	9	2	0.142857142857	0.181818181818	1.31269924649531	0.674019607843137	0.216224991046934	0.487680537453351
REACTOME_SEMAPHORIN_INTERACTIONS	ROCK2(1),TLN1(1),TREM2(1);ARHGEF12(1),FES(1),SEMA4D(1),TREM2(1)	6	1	9	2	0.142857142857	0.181818181818	1.31269924649531	0.674019607843137	0.216224991046934	0.487680537453351
REACTOME_SIGNALING_BY_EGFR	EPN1(1);HGS(1),PIK3CA(2)	6	1	9	2	0.142857142857	0.181818181818	1.31269924649531	0.674019607843137	0.216224991046934	0.487680537453351
REACTOME_SIGNALING_BY_ROBO_RECEPTOR	ROBO1(1);ROBO1(1),ROBO2(1)	6	1	9	2	0.142857142857	0.181818181818	1.31269924649531	0.674019607843137	0.216224991046934	0.487680537453351
REACTOME_SPHINGOLIPID_METABOLISM	ACER1(1),DEGS1(1);SGPP2(1),SPHK1(1)	6	1	9	2	0.142857142857	0.181818181818	1.31269924649531	0.674019607843137	0.216224991046934	0.487680537453351
REACTOME_STEROID_HORMONES	CYP11B1(1);CYP27B1(1),STAR(1)	6	1	9	2	0.142857142857	0.181818181818	1.31269924649531	0.674019607843137	0.216224991046934	0.487680537453351
REACTOME_STEROID_METABOLISM	CYP11B1(1),CYP7A1(1);EBP(1),STAR(1)	6	1	9	2	0.142857142857	0.181818181818	1.31269924649531	0.674019607843137	0.216224991046934	0.487680537453351
REACTOME_TOLL_RECEPTOR_CASCADES	ECSIT(1);RIPK3(1),TLR10(1)	6	1	9	2	0.142857142857	0.181818181818	1.31269924649531	0.674019607843137	0.216224991046934	0.487680537453351
SIG_REGULATION_OF_THE_ACTIN_CYTOSKELETON_BY_RHO_GTPASES	ROCK2(1);RHO(1),WASF1(1)	6	1	9	2	0.142857142857	0.181818181818	1.31269924649531	0.674019607843137	0.216224991046934	0.487680537453351
KEGG_ADIPOCYTOKINE_SIGNALING_PATHWAY	LEPR(1),PRKAG3(1),TRAF2(1);CAMKK2(1),MTOR(1),SLC2A4(1),TRAF2(3)	4	3	6	5	0.428571428571	0.454545454545	1.10463220267483	0.647812971342383	0.108112495523467	0.494411569459681
KEGG_FC_GAMMA_R_MEDIATED_PHAGOCYTOSIS	ASAP1(1),GAB2(1),SCIN(1);PIK3CA(2),PIK3R5(1),PLA2G6(1),SPHK1(1),WASF1(1)	4	3	6	5	0.428571428571	0.454545454545	1.10463220267483	0.647812971342383	0.108112495523467	0.494411569459681
KEGG_INFLUENZA_A	IVNS1ABP(1),TNFRSF10C(2);OAS1(2),PIK3CA(2),PIK3R5(1),TNFRSF10A(1),TNFRSF10C(1)	4	3	6	5	0.428571428571	0.454545454545	1.10463220267483	0.647812971342383	0.108112495523467	0.494411569459681
KEGG_MEASLES	STAT5A(1),TNFRSF10C(2);CSNK2A2(1),OAS1(2),PIK3CA(2),PIK3R5(1),TNFRSF10A(1),TNFRSF10C(1)	4	3	6	5	0.428571428571	0.454545454545	1.10463220267483	0.647812971342383	0.108112495523467	0.494411569459681
KEGG_NOTCH_SIGNALING_PATHWAY	CTBP2(1),DLL4(2);HES5(1),KAT2B(1),PSEN2(3)	4	3	6	5	0.428571428571	0.454545454545	1.10463220267483	0.647812971342383	0.108112495523467	0.494411569459681
REACTOME_AMINO_ACID_AND_OLIGOPEPTIDE_SLC_TRANSPORTERS	SLC1A3(1),SLC6A12(2),SLC7A3(1);SLC15A4(2),SLC1A3(1),SLC7A3(3)	4	3	6	5	0.428571428571	0.454545454545	1.10463220267483	0.647812971342383	0.108112495523467	0.494411569459681
REACTOME_METABOLISM_OF_LIPIDS_AND_LIPOPROTEINS	ACER1(1),CEL(1),CYP11B1(1),CYP7A1(1),DEGS1(1),ECI1(1),HADHA(1),PNLIPRP2(1);CRAT(1),EBP(1),ECI1(1),HADHA(3),PNLIP(1),SCARB1(2),SGPP2(1),SPHK1(1),STAR(1),UCP1(1)	2	5	3	8	0.714285714286	0.727272727273	1.06283544599526	0.676470588235294	0.0599700224812664	0.511855289920953
BIOCARTA_KERATINOCYTE_PATHWAY	SP1(1),TRAF2(1);TRAF2(3)	5	2	8	3	0.285714285714	0.272727272727	0.940879421897322	0.727941176470588	-0.0599700224812664	0.999361032026416
BIOCARTA_MET_PATHWAY	PTK2B(1),RASA1(1);PIK3CA(2),PTK2B(1)	5	2	8	3	0.285714285714	0.272727272727	0.940879421897322	0.727941176470588	-0.0599700224812664	0.999361032026416
BIOCARTA_PPARA_PATHWAY	SP1(1),STAT5A(1);CITED2(1),PIK3CA(2)	5	2	8	3	0.285714285714	0.272727272727	0.940879421897322	0.727941176470588	-0.0599700224812664	0.999361032026416
BIOCARTA_TPO_PATHWAY	RASA1(1),STAT5A(1);MPL(1),PIK3CA(2)	5	2	8	3	0.285714285714	0.272727272727	0.940879421897322	0.727941176470588	-0.0599700224812664	0.999361032026416
KEGG_AMINO_SUGAR_AND_NUCLEOTIDE_SUGAR_METABOLISM	MPI(1),PGM2(1);GMPPB(1),MPI(1),NANS(1)	5	2	8	3	0.285714285714	0.272727272727	0.940879421897322	0.727941176470588	-0.0599700224812664	0.999361032026416
KEGG_BASAL_TRANSCRIPTION_FACTORS	GTF2E2(1),GTF2IRD1(1);GTF2E2(2),GTF2IRD1(1),TAF15(1)	5	2	8	3	0.285714285714	0.272727272727	0.940879421897322	0.727941176470588	-0.0599700224812664	0.999361032026416
KEGG_COMPLEMENT_AND_COAGULATION_CASCADES	KLKB1(1),PROC(1),SERPINA5(1);C3AR1(1),FGB(1),KLKB1(1),PROC(1),SERPINC1(1),SERPINF2(1)	5	2	8	3	0.285714285714	0.272727272727	0.940879421897322	0.727941176470588	-0.0599700224812664	0.999361032026416
KEGG_ECM_RECEPTOR_INTERACTION	COMP(1),GP1BA(1);COL1A1(1),ITGA4(2)	5	2	8	3	0.285714285714	0.272727272727	0.940879421897322	0.727941176470588	-0.0599700224812664	0.999361032026416
KEGG_ENDOCYTOSIS	AGAP1(1),ASAP1(1),DAB2(1),EHD4(1),EPN1(1),MDM2(1),PDGFRA(1),PSD2(1),SMAD6(1),SMAD7(1);CCR5(1),GIT2(1),HGS(1),IGF1R(1),MDM2(3),SMAD7(2),STAMBP(1),TGFB2(1),TGFBR1(3),VPS37C(1)	1	6	2	9	0.857142857143	0.818181818182	0.761789117095814	0.797794117647059	-0.216224991046934	0.999361032026416
KEGG_GLUTAMATERGIC_SYNAPSE	GLUL(1),SLC1A3(1);GRIK1(1),PLA2G6(1),SLC1A3(1)	5	2	8	3	0.285714285714	0.272727272727	0.940879421897322	0.727941176470588	-0.0599700224812664	0.999361032026416
KEGG_GLYCINE_SERINE_AND_THREONINE_METABOLISM	AGXT(2);AGXT(1),CTH(1),DAO(1)	5	2	8	3	0.285714285714	0.272727272727	0.940879421897322	0.727941176470588	-0.0599700224812664	0.999361032026416
KEGG_LYSINE_DEGRADATION	HADHA(1),MLL4(1);HADHA(3)	5	2	8	3	0.285714285714	0.272727272727	0.940879421897322	0.727941176470588	-0.0599700224812664	0.999361032026416
KEGG_LYSOSOME	AP1B1(1),GLA(1),MFSD8(2);ATP6V1H(1),ENTPD4(1),GAA(1),LAMP2(1)	4	3	7	4	0.428571428571	0.363636363636	0.77362476125234	0.779788838612368	-0.275496148514239	0.999361032026416
KEGG_METABOLISM_OF_XENOBIOTICS_BY_CYTOCHROME_P450	EPHX1(1),GSTA5(1),GSTM5(1);AKR1C3(1),GSTO1(1),UGT1A3(2)	5	2	8	3	0.285714285714	0.272727272727	0.940879421897322	0.727941176470588	-0.0599700224812664	0.999361032026416
KEGG_MINERAL_ABSORPTION	SLC39A4(2);CYBRD1(1),MT1G(2)	5	2	8	3	0.285714285714	0.272727272727	0.940879421897322	0.727941176470588	-0.0599700224812664	0.999361032026416
KEGG_N_GLYCAN_BIOSYNTHESIS	RPN1(2);MGAT4B(1),MGAT4C(1),TUSC3(1)	5	2	8	3	0.285714285714	0.272727272727	0.940879421897322	0.727941176470588	-0.0599700224812664	0.999361032026416
KEGG_P53_SIGNALING_PATHWAY	CASP3(1),MDM2(1);MDM2(3)	5	2	8	3	0.285714285714	0.272727272727	0.940879421897322	0.727941176470588	-0.0599700224812664	0.999361032026416
KEGG_PEROXISOME	AGXT(2),PAOX(1);ABCD3(1),AGXT(1),CRAT(1),DAO(1),PEX7(1)	4	3	7	4	0.428571428571	0.363636363636	0.77362476125234	0.779788838612368	-0.275496148514239	0.999361032026416
REACTOME_AXON_GUIDANCE	ROBO1(1),ROCK2(1),TLN1(1),TREM2(1);ARHGEF12(1),COL1A1(1),FES(1),ROBO1(1),ROBO2(1),SEMA4D(1),TREM2(1)	5	2	8	3	0.285714285714	0.272727272727	0.940879421897322	0.727941176470588	-0.0599700224812664	0.999361032026416
REACTOME_BASE_EXCISION_REPAIR	OGG1(2);CCNO(3)	5	2	8	3	0.285714285714	0.272727272727	0.940879421897322	0.727941176470588	-0.0599700224812664	0.999361032026416
REACTOME_BASE_FREE_SUGAR_PHOSPHATE_REMOVAL_VIA_THE_SINGLE_NUCLEOTIDE_REPLACEMENT_PATHWAY	OGG1(2);CCNO(3)	5	2	8	3	0.285714285714	0.272727272727	0.940879421897322	0.727941176470588	-0.0599700224812664	0.999361032026416
REACTOME_CLASS_A1_RHODOPSIN_LIKE_RECEPTORS	ADRA1B(1),AVPR1B(1),CCKAR(1),CCR8(1),GALR1(1),OPRL1(1),PTGER1(1),TAAR1(1),TAAR6(1);ADORA2B(1),ADRA1B(2),ADRA2C(1),AGTR1(1),C3AR1(1),CCR5(1),CXCR3(1),DRD1(1),DRD4(2),RHO(1),TAAR6(1)	1	6	2	9	0.857142857143	0.818181818182	0.761789117095814	0.797794117647059	-0.216224991046934	0.999361032026416
REACTOME_DNA_REPAIR	FANCD2(1),OGG1(2),POLE2(1),XRCC4(1);CCNO(3),POLE2(1)	4	3	7	4	0.428571428571	0.363636363636	0.77362476125234	0.779788838612368	-0.275496148514239	0.999361032026416
REACTOME_DNA_REPLICATION_PRE_INITIATION	CDC7(1),POLE2(1),PSMB4(1),PSMD1(1);POLE2(1),RPA4(3)	4	3	7	4	0.428571428571	0.363636363636	0.77362476125234	0.779788838612368	-0.275496148514239	0.999361032026416
REACTOME_G1_S_TRANSITION	CDC7(1),POLE2(1),PSMB4(1),PSMD1(1);POLE2(1),RPA4(3)	4	3	7	4	0.428571428571	0.363636363636	0.77362476125234	0.779788838612368	-0.275496148514239	0.999361032026416
REACTOME_GLUCOSE_REGULATION_OF_INSULIN_SECRETION	PDHX(1),RAPGEF4(1),UQCRC1(1);IDH3A(2),NDUFA6(1),NDUFV1(1),PFKP(1),SUCLG2(1)	4	3	7	4	0.428571428571	0.363636363636	0.77362476125234	0.779788838612368	-0.275496148514239	0.999361032026416
REACTOME_INTEGRATION_OF_ENERGY_METABOLISM	PDHX(1),PRKAG3(1),RAPGEF4(1),UQCRC1(1);IDH3A(2),NDUFA6(1),NDUFV1(1),PFKP(1),SUCLG2(1)	4	3	7	4	0.428571428571	0.363636363636	0.77362476125234	0.779788838612368	-0.275496148514239	0.999361032026416
REACTOME_IRS_RELATED_EVENTS	FGF22(1),PRKAG3(1),RPTOR(1);MTOR(1),PIK3CA(2),RPTOR(2)	4	3	7	4	0.428571428571	0.363636363636	0.77362476125234	0.779788838612368	-0.275496148514239	0.999361032026416
REACTOME_METABOLISM_OF_AMINO_ACIDS	GLUL(1),MCCC2(1),PSMB4(1),PSMD1(1),SLC25A15(1),SLC6A12(2),SLC7A3(1);ADC(1),ALDH6A1(2),OTC(1),SLC7A3(3)	3	4	5	6	0.571428571429	0.545454545455	0.905278696002647	0.721719457013575	-0.108112495523467	0.999361032026416
REACTOME_PEPTIDE_LIGAND_BINDING_RECEPTORS	AVPR1B(1),CCKAR(1),CCR8(1),GALR1(1),OPRL1(1);AGTR1(1),C3AR1(1),CCR5(1),CXCR3(1)	5	2	8	3	0.285714285714	0.272727272727	0.940879421897322	0.727941176470588	-0.0599700224812664	0.999361032026416
REACTOME_PHASE_1_FUNCTIONALIZATION_OF_COMPOUNDS	CYP11B1(1),CYP7A1(1),FMO3(1);CYP27B1(1),FMO1(1),TBXAS1(1)	5	2	8	3	0.285714285714	0.272727272727	0.940879421897322	0.727941176470588	-0.0599700224812664	0.999361032026416
REACTOME_PROCESSING_OF_CAPPED_INTRON_CONTAINING_PRE_MRNA	CLP1(1),DHX9(1),NUP93(1),SLBP(1);CLP1(1),HNRNPR(1),NUP155(1),SLBP(2)	4	3	7	4	0.428571428571	0.363636363636	0.77362476125234	0.779788838612368	-0.275496148514239	0.999361032026416
REACTOME_REMOVAL_OF_DNA_PATCH_CONTAINING_ABASIC_RESIDUE	OGG1(2);CCNO(3)	5	2	8	3	0.285714285714	0.272727272727	0.940879421897322	0.727941176470588	-0.0599700224812664	0.999361032026416
REACTOME_RESOLUTION_OF_AP_SITES_VIA_THE_SINGLE_NUCLEOTIDE_REPLACEMENT_PATHWAY	OGG1(2);CCNO(3)	5	2	8	3	0.285714285714	0.272727272727	0.940879421897322	0.727941176470588	-0.0599700224812664	0.999361032026416
REACTOME_SIGNALING_BY_NOTCH	DLL4(2);PSEN2(3)	5	2	8	3	0.285714285714	0.272727272727	0.940879421897322	0.727941176470588	-0.0599700224812664	0.999361032026416
REACTOME_SIGNALING_BY_PDGF	PDGFRA(1),RASA1(1),STAT5A(1);COL1A1(1),PIK3CA(2)	5	2	8	3	0.285714285714	0.272727272727	0.940879421897322	0.727941176470588	-0.0599700224812664	0.999361032026416
SA_CASPASE_CASCADE	CASP3(1),PRF1(1);PRF1(3)	5	2	8	3	0.285714285714	0.272727272727	0.940879421897322	0.727941176470588	-0.0599700224812664	0.999361032026416
SA_PTEN_PATHWAY	PTK2B(1),RBL2(1);ILK(1),PIK3CA(2),PTK2B(1)	5	2	8	3	0.285714285714	0.272727272727	0.940879421897322	0.727941176470588	-0.0599700224812664	0.999361032026416
ST_FAS_SIGNALING_PATHWAY	CASP3(1),TRAF2(1);TRAF2(3)	5	2	8	3	0.285714285714	0.272727272727	0.940879421897322	0.727941176470588	-0.0599700224812664	0.999361032026416
ST_TUMOR_NECROSIS_FACTOR_PATHWAY	CASP3(1),TRAF2(1);TRAF2(3)	5	2	8	3	0.285714285714	0.272727272727	0.940879421897322	0.727941176470588	-0.0599700224812664	0.999361032026416
BIOCARTA_CARM_ER_PATHWAY	HDAC10(1);NR0B1(1)	6	1	10	1	0.142857142857	0.0909090909091	0.617938384006612	0.862745098039216	-0.341881729378914	0.999361673024387
BIOCARTA_EIF_PATHWAY	EIF6(1);EIF3A(1),EIF4G3(1)	6	1	10	1	0.142857142857	0.0909090909091	0.617938384006612	0.862745098039216	-0.341881729378914	0.999361673024387
BIOCARTA_EPO_PATHWAY	STAT5A(1);PTPN6(1)	6	1	10	1	0.142857142857	0.0909090909091	0.617938384006612	0.862745098039216	-0.341881729378914	0.999361673024387
BIOCARTA_ERK_PATHWAY	PDGFRA(1);IGF1R(1)	6	1	10	1	0.142857142857	0.0909090909091	0.617938384006612	0.862745098039216	-0.341881729378914	0.999361673024387
BIOCARTA_FEEDER_PATHWAY	MPI(1);MPI(1)	6	1	10	1	0.142857142857	0.0909090909091	0.617938384006612	0.862745098039216	-0.341881729378914	0.999361673024387
BIOCARTA_IL1R_PATHWAY	ECSIT(1);TGFB2(1)	6	1	10	1	0.142857142857	0.0909090909091	0.617938384006612	0.862745098039216	-0.341881729378914	0.999361673024387
BIOCARTA_IL3_PATHWAY	STAT5A(1);PTPN6(1)	6	1	10	1	0.142857142857	0.0909090909091	0.617938384006612	0.862745098039216	-0.341881729378914	0.999361673024387
BIOCARTA_MYOSIN_PATHWAY	PKN1(1);ARHGEF12(1)	6	1	10	1	0.142857142857	0.0909090909091	0.617938384006612	0.862745098039216	-0.341881729378914	0.999361673024387
BIOCARTA_PYK2_PATHWAY	PTK2B(1);PTK2B(1)	6	1	10	1	0.142857142857	0.0909090909091	0.617938384006612	0.862745098039216	-0.341881729378914	0.999361673024387
BIOCARTA_TOLL_PATHWAY	ECSIT(1);TLR10(1)	6	1	10	1	0.142857142857	0.0909090909091	0.617938384006612	0.862745098039216	-0.341881729378914	0.999361673024387
BIOCARTA_UCALPAIN_PATHWAY	TLN1(1);CAPN1(1)	6	1	10	1	0.142857142857	0.0909090909091	0.617938384006612	0.862745098039216	-0.341881729378914	0.999361673024387
KEGG_AXON_GUIDANCE	EPHA6(1),PLXNB2(1),RASA1(1),RHOD(1),ROBO1(1),ROCK2(1),SEMA3G(1),SEMA4G(1);ABLIM3(1),ARHGEF12(1),EPHA6(1),FES(1),ROBO1(1),ROBO2(1),SEMA4D(1),SEMA4G(2)	2	5	4	7	0.714285714286	0.636363636364	0.713849163498962	0.800904977375566	-0.341881729378914	0.999361673024387
KEGG_COLLECTING_DUCT_ACID_SECRETION	SLC12A7(1);ATP6V1E2(1)	6	1	10	1	0.142857142857	0.0909090909091	0.617938384006612	0.862745098039216	-0.341881729378914	0.999361673024387
KEGG_GLYCOSAMINOGLYCAN_BIOSYNTHESIS_CHONDROITIN_SULFATE	B4GALT7(1);CHPF(1)	6	1	10	1	0.142857142857	0.0909090909091	0.617938384006612	0.862745098039216	-0.341881729378914	0.999361673024387
KEGG_GLYCOSPHINGOLIPID_BIOSYNTHESIS_LACTO_AND_NEOLACTO_SERIES	ST3GAL4(1);B3GNT5(1)	6	1	10	1	0.142857142857	0.0909090909091	0.617938384006612	0.862745098039216	-0.341881729378914	0.999361673024387
KEGG_GLYOXYLATE_AND_DICARBOXYLATE_METABOLISM	GRHPR(1);ACO1(1)	6	1	10	1	0.142857142857	0.0909090909091	0.617938384006612	0.862745098039216	-0.341881729378914	0.999361673024387
KEGG_MALARIA	COMP(1);TGFB2(1)	6	1	10	1	0.142857142857	0.0909090909091	0.617938384006612	0.862745098039216	-0.341881729378914	0.999361673024387
KEGG_MATURITY_ONSET_DIABETES_OF_THE_YOUNG	NKX6-1(1);HNF1A(1)	6	1	10	1	0.142857142857	0.0909090909091	0.617938384006612	0.862745098039216	-0.341881729378914	0.999361673024387
KEGG_NITROGEN_METABOLISM	GLUL(1);CTH(1)	6	1	10	1	0.142857142857	0.0909090909091	0.617938384006612	0.862745098039216	-0.341881729378914	0.999361673024387
KEGG_OOCYTE_MEIOSIS	CDC27(1);IGF1R(1)	6	1	10	1	0.142857142857	0.0909090909091	0.617938384006612	0.862745098039216	-0.341881729378914	0.999361673024387
KEGG_PENTOSE_PHOSPHATE_PATHWAY	PGM2(1);PFKP(1)	6	1	10	1	0.142857142857	0.0909090909091	0.617938384006612	0.862745098039216	-0.341881729378914	0.999361673024387
REACTOME_ACTIVATED_TLR4_SIGNALLING	ECSIT(1);TLR10(1)	6	1	10	1	0.142857142857	0.0909090909091	0.617938384006612	0.862745098039216	-0.341881729378914	0.999361673024387
REACTOME_ACTIVATION_OF_RAC	ROBO1(1);ROBO1(1)	6	1	10	1	0.142857142857	0.0909090909091	0.617938384006612	0.862745098039216	-0.341881729378914	0.999361673024387
REACTOME_BIOLOGICAL_OXIDATIONS	CYP11B1(1),CYP7A1(1),FMO3(1),GSTA5(1),GSTM5(1);CYP27B1(1),FMO1(1),GSTO1(1),TBXAS1(1),UGT1A3(2)	3	4	6	5	0.571428571429	0.454545454545	0.641678579713941	0.832579185520362	-0.483493778415228	0.999361673024387
REACTOME_CELLEXTRACELLULAR_MATRIX_INTERACTIONS	FBLIM1(1);ILK(1)	6	1	10	1	0.142857142857	0.0909090909091	0.617938384006612	0.862745098039216	-0.341881729378914	0.999361673024387
REACTOME_CYTOSOLIC_TRNA_AMINOACYLATION	HARS(1),KARS(1),NARS(1);QARS(1)	6	1	10	1	0.142857142857	0.0909090909091	0.617938384006612	0.862745098039216	-0.341881729378914	0.999361673024387
REACTOME_EARLY_PHASE_OF_HIV_LIFE_CYCLE	XRCC4(1);CCR5(1)	6	1	10	1	0.142857142857	0.0909090909091	0.617938384006612	0.862745098039216	-0.341881729378914	0.999361673024387
REACTOME_EGFR_DOWNREGULATION	EPN1(1);HGS(1)	6	1	10	1	0.142857142857	0.0909090909091	0.617938384006612	0.862745098039216	-0.341881729378914	0.999361673024387
REACTOME_ELECTRON_TRANSPORT_CHAIN	UQCRC1(1);NDUFA6(1),NDUFV1(1)	6	1	10	1	0.142857142857	0.0909090909091	0.617938384006612	0.862745098039216	-0.341881729378914	0.999361673024387
REACTOME_G_ALPHA_Q_SIGNALLING_EVENTS	ADRA1B(1),AVPR1B(1),CCKAR(1),PTGER1(1);ADRA1B(2),AGTR1(1),PIK3CA(2)	3	4	6	5	0.571428571429	0.454545454545	0.641678579713941	0.832579185520362	-0.483493778415228	0.999361673024387
REACTOME_GENES_INVOLVED_IN_APOPTOTIC_CLEAVAGE_OF_CELLULAR_PROTEINS	CASP3(1),MST4(1);LMNB1(1)	6	1	10	1	0.142857142857	0.0909090909091	0.617938384006612	0.862745098039216	-0.341881729378914	0.999361673024387
REACTOME_GLOBAL_GENOMIC_NER	POLE2(1);POLE2(1)	6	1	10	1	0.142857142857	0.0909090909091	0.617938384006612	0.862745098039216	-0.341881729378914	0.999361673024387
